Nome da Música,link,album,letra
Íris,/djavan/iris.html,Lilás,ÍRIS Djavan  Mil anos luz Um instante estelar No prisma de toda luz Seu olhar Tem a coisa que o laser traz E não diz Bate e reduz Quebra a viga do sentimento Expõe à luz do tempo Me atrai E me distrai  E ainda faz um fogo em mim Chama que eu vou Chama que eu vou Chama que eu vou Desce do ar Pela cisma que a noite cria E vem criar o dia Que eu não conto a ninguém O que foi que eu vi Traz no olhar Um encanto de arco-íris De tanto mar na íris  Me atrai E me distrai E ainda faz um fogo em mim Toma que eu dou Toma que eu dou Toma que eu dou Por você eu deixo o meu viver Pra me encantar por ti Só voce pra me fazer sofrer E me deixar feliz.
Irmã de Neon,/djavan/irma-de-neon.html,Malásia,"Tudo pra subir, tudo pra vencer Tudo pra que eu possa Ser seu na vida Encontrar uma saída Me envolver Quando decidir, faça-me um sinal E eu estarei apto Pra ser seu e pronto Faça de mim seu quintal, Seu lazer  Entre beijos divinais Uma mordida aqui, outra ali Cresce nos matagais O meu querer por ti Perfumada flor-de-lã Sua aragem me apraz e seduz Cabelos, quantos pêlos Tantos ui, uis... Monumento colossal, deusa com véu A tal, a que diz Como e porquê Merece ser a mais feliz Eva, irmã de neon Filha de Barcelona e Gaudi Tu tens asas pra voar Mas, eu te esperarei aqui  Pra mostrar o que é bom E te contar como eu sou Te ensinar coisas da vida Ser seu guia ou o que for Sair pra dançar contigo Ser seu amigo, seu amor... Te mostrar o que é bom E te contar como eu sou Te ensinar coisas da vida Ser seu guia ou o que for Sair pra dançar contigo Ser seu amigo, seu amor...   © 1996 Luanda Edições Musicais Ltda."
Já Não Somos Dois,/djavan/ja-nao-somos-dois.html,Rua dos Amores,"Onde a luz do iluminado amor se escondeu? Me azoou depois desapareceu Meio do nada minha doce amada expôs Que ela e eu já não somos dois  Tu me negas, levas tudo às cegas Por que É mais fluido do que faz parecer? E pensar, que memoráveis tardes passei... De lembrar: te beijarei! Não sei desanimar Te quero ""night and day"" Sei do que faço jus...  Sem saber mergulhar, ou mesmo nadar Águas que atravessei! Um par dividido ao meio Um poço de drama cheio No vau da eternidade... Num canto da solidão Semente nativa Germina bem à vontade  Onde a luz do iluminado amor se escondeu? Me azoou depois desapareceu Meio do nada minha doce amada expôs Que ela e eu já não somos dois  Tu me negas, levas tudo às cegas Por que É mais fluido do que faz parecer? E pensar, que memoráveis tardes passei... De lembrar: te beijarei! Não sei desanimar Te quero ""night and day"" Sei do que faço jus...  Sem saber mergulhar, ou mesmo nadar Águas que atravessei! Um par dividido ao meio Um poço de drama cheio No vau da eternidade... Num canto da solidão Semente nativa Germina bem à vontade  Não sei desanimar Te quero ""night and day"" Sei do que faço jus...  Sem saber mergulhar, ou mesmo nadar Águas que atravessei!"
Joaninha,/djavan/joaninha.html,Matizes,"Tudo passa Enquanto a hora espera Quando ave noturna pia Todos piam, eu espio, Noite fria, na luz guia Do luar, que lugar... Que lugar, que lugar Quando é hora O amor se vai embora Sem saber como seria Mais um dia se recria Na paixão, outro chão, Outra vez, toda vez, Toda vez, toda vez... A vereda é azulada E sofrida a solidão Que sem chão Faz morada no descaminho Bem quando a luz do cacto Reflete ao sol altivo A chuva rompe o pacto Inundando a tarde quente E o prazer que sente a joaninha Quando anda pela flor Ganha um quê de sacrifício e dor Volto a contemplar O firmamento Bruma que o cobria Esvaneceu Cheia de pesar Estrela espia A luz do luar Que a escondeu!...   (fonte: site oficial)"
Jogral,/djavan/jogral.html,Seduzir,"No dia em que eu vim de casa cheirando à beira-de-rio no pensamento umas asas pra cumprir melhor meu desafio meu pensamento rodou... Cortando o torrão nesse trem andando bem... Acho que a mais de cem de maceió aqui parece ali... Mãe disse que eu não aceite corja com más companhias quando deitar, tome o leite depois reze três ave-marias meu pensamento rodou... Cortando o torrão nesse trem andando bem... Acho que a mais de cem de maceió aqui parece ali... Um dia ainda sou cantor faz um ano que eu te disse brincando eu fui pensar no meu amor agora tô aqui quase chorando... No dia em que eu vim de casa cheirando à beira de rio no pensamento umas asas prá cumprir melhor meu desfio e muita água rolou...  © 1981 Edições Musicais Tapajós Ltda. (EMI)"
La Noche,/djavan/la-noche.html,Ária,"La noche no quiere venir yo quiero estar cerca de ti y poder robarte un beso y si no sabes quién es y poco a poca dejaré que me vayas descubriendo quiero estar cerca de ti cuando rompa el amanecer o cuando se esté oscureciendo.  Tu amor me ha robao el alma tu amor me ha robao el sueño y a mi me dejó sin nada de la ilusión me mantengo  Soy cautiva de tus besos que a mi me queman por dentro mi ilusión y mi alegría eres toíto lo que tengo.   Gritos de amor se oia y una rosa seré , para ti y en mis sueños respondia , nunca te olvides de mi"
Lábios,/djavan/labios.html,,"Doce amor te desejo lábios lábios, lábios e um olhar que eu planejo sábio, sábio  Pra te dizer de uma vez o que de amor eu sei se te quero ver só pra te dar o que eu tiver quisera ter  Meu amor te desejo lagos largos lábios e um olhar que eu planejo frágil, ágil a me levar de uma vez pra bem luar nem sei e te quero ter só pra ficar como o mar e o cƒu lábios que beijam por lazer do azul   © 1984 Luanda Edições Musicais Ltda."
Ladeirinha,/djavan/ladeirinha.html,Milagreiro,"Quase à noitinha ela desce a ladeirinha que faz lado com o meu quintal os seus passos ágeis, livres trazem o amor ideal feito de laço, posse, viço vertical na dor e um sol todo tempo a brilhar pelos rios, matas virgens desse seu corpo que eu desejo amar o dia é vago quando eu não a flagro a sorrir para mim posso ver imagens no nada duendes no edredon e é só dormir para ouvir em qualquer lugar sirenes no ar ressaltando você o dia nasce e você, já envolta num véu, traz a luz flores se esgarçam num bailado em busca de atenção mais nada existe enquanto a vejo passar o que é seu andar? que ventura esse chão!... tudo mais é puro alvoroço que a imagem de um colosso provoca dia a dia..."
Lambada de Serpente,/djavan/lambada-de-serpente.html,Para Sempre: Djavan,"Cuidar do pé de milho, Que demora na semente Meu pai disse meu filho, Noite fria, tempo quente  Lambada de serpente A traição me enfeitiçou Quem tem amor ausente Já viveu a minha dor No chão da minha terra, Um lamento de corrente Um grão de pé de guerra, Pra colher dente por dente.  Lambada de serpente A traição me enfeitiçou Quem tem amor ausente Já viveu a minha dor.  Cuidar do pé de milho, Que demora na semente Meu pai disse meu filho, Noite fria, tempo quente  Lambada de serpente A traição me enfeitiçou Quem tem amor ausente Já viveu a minha dor No chão da minha terra, Um lamento de corrente Um grão de pé de guerra, Pra colher dente por dente."
Lei,/djavan/lei.html,Meu Lado,"Vou lhe contar Nem dá pra crer Nada tem mais poder Que um desejo engolindo tudo Caminhando pro fundo E ali no final Crescer Quero correr Me libertar, defender Mas cadê o chão Que a paixão não vê Veio no ar E pá! No breu Sem avisar desceu Num deserto e fez o futuro Desabrochar do escuro E à luz do dia Rompeu Veio trazer a ressurreição de um ser Que ao morrer de amor Vive como eu Vale acrescentar Que mesmo quem tudo sabe Em torno de lei Não pode mudar Amor é isso É sacrifício a valer Porém, Milagres como ele Nem Deus fará jamais Meu amor, meu viver É ver o sol a seus pés E a terra uma pedra sem cor Se lapidando.."
Liberdade,/djavan/liberdade.html,Lilás,Um amor ou um gen da mesma cor cintila em mim O chão a tremer conduz a luz Meu amor e quer me matar de amor Que seja assim por obedecer viver por mim  E voar onde o longe é pouco Cruzar os muros do além E assim pousar na Terra E amar muito mais que poucos Pousar a vida em tuas mãos E assim cruzar a Terra  Liberdade vai na poesia Traz meu destino que eu vou sair  E voar onde o longe é pouco Cruzar os muros do além E assim pousar na Terra E amar muito mais que poucos Pousar a vida em tuas mãos E assim cruzar a Terra
Lilás,/djavan/lilas.html,Ao Vivo - Vols. 1 e 2,"Amanhã, outro dia Lua sai, ventania Abraça uma nuvem que passa no ar Beija, brinca e deixa passar  E no ar, de outro dia Meu olhar Surgia nas pontas de estrelas perdidas no mar Pra chover de emoção trovejar...  Raio se libertou Clareou muito mais Se encantou Pela cor lilás Prata na luz do amor Céu azul  Eu quero ver o pôr do sol Lindo como ele só E gente pra ver e viajar No seu mar de raio.  © 1984 Luanda Edições Musicais Ltda."
Limão,/djavan/limao.html,Novena,"O véu luminoso do sol na bruma cobre a serra molhada por um buraco na névoa, vara a espada de luz libertando a terra ao tocá-la a chuva parou, o dia renasce para o passeio, para o amor, para o trabalho a princípio o cheiro é a primeira coisa a lembrar o chão enxugando, aquecendo as poças diminuindo o povo, os animais, o vai-e-vem é dia de colher, é dia de pescar, preparar o peixe cheiro de limão me encanta como se sente o fruto do limoeiro? A virgindade verde se abre em gotas para encenar o sabor no teatro da boca, onde o áspero se fere ao ranger dos dentes e o sangue é água, muita água, uma nascente.   © 1994 Luanda Edições Musicais Ltda."
Linha do Equador,/djavan/linha-do-equador.html,Djavan - Novelas,"Luz das estrelas laço do infinito gosto tanto dela assim rosa amarela voz de todo grito gosto tanto dela assim esse imenso, desmedido amor vai além de seja o que for vai além de onde eu vou do que sou, minha dor minha linha do equador esse imenso, desmedido amor vai além de seja o que for passa mais além do céu de brasília traço do arquiteto gosto tanto dela assim gosto de filha música de preto gosto tanto dela assim essa desmesura de paixão é loucura do coração minha foz do iguaçu polo sul, meu azul luz do sentimento nu esse imenso, desmedido amor vai além de seja o que for vai além de onde eu vou do que sou, minha dor, minha linha do equador mas é doce morrer nesse mar de lembrar e nunca esquecer se eu tivesse mais alma pra dar eu daria, isso para mim é viver "
Lobisomem,/djavan/lobisomem.html,Novena,"Pelo vento frio que começou a bater pela paz interior do gado descuidado caiu do céu um pingo, vai chover sou um bicho perdido um ser acuado num canto do abrigo um lobisomem... Adorada distante noite escura onde Deus se flagra imaginando: oh! Que dor me dá de ver a terra se ferrar tá no índio, no grego, na pele do mundo a mancha envenenada do ciúme assisto tudo sem crer, sem interesse maior vivo longe de casa e nunca pensei em voltar assisto tudo sem ver, nada que vejo é pior longe da minha amada nem Deus, nem nada me toca dia triste, quantos ais onde estás oh meu amor? Com quem mais posso pensar no esplendor dia triste, dor a mais esplendor que se desfaz noutros ais quando se sofre de amor   © 1994 Luanda Edições Musicais Ltda."
Louça Fina,/djavan/louca-fina.html,Matizes,"Boa, meiga, franca Justiceira, tu me gustas Chantilly num pedaço de bolo Louça fina, mãos do meu amparo Luz acesa Pra que eu possa seguir... Diz-me aí, sou todo ouvido: Que só quer comigo Ninguém mais, nada mais que o querer Que o contrário não põe mesa Inda traz tristeza ... isso não se vai ver! Tudo pra mim É riqueza, é riqueza Porque passo ao lado teu E todo amor Tem um sonho, tem um sonho: Propagar-se por terras antes perdidas, Dando vida a um viver Boca-luva, rosa-vulva, Insuficiente o ar; Vertigem, só de pensar! Cores se acabando de alegria Onde nasça flor Em qualquer ramo pálido que já foi dor É o que eu desejo Pra nós dois Todo mês Tudo em paz Toda vez Minha amada Se eu sei bem Sei que mais Não se tem, não se tem!   (fonte: site oficial)"
Luanda,/djavan/luanda.html,Seduzir,"Foi numa noite de luanda que um clarão me abalou em lobito como fosse um raio de susto, um facho místico talvez o sol tenha esquecido uma gota do dia na noite pra saciar a sede do espírito em seu pernoite ou foi o ar que incendiou num grito da mãe oxum dizendo: ""menino, onde é que tu anda? Eu te batizo africamente com o fogo que deus lavrou tua semente"" luanda, luanda, luanda, luanda luanda, luanda, luanda, luanda luanda, luanda, luanda, luanda     © 1981 Edições Musicais Tapajós Ltda. (EMI)"
Lugar Comum,/djavan/lugar-comum.html,Milagreiro,"Acho bom tu relaxar aqui, mal começou quer valer como isso vai madrugada romper? vê como isso tá show olha aquela lá, que blusão parece a mesma que tu pegou e beijou na boca muito arriscado a lá o negão!... cada uma mais demais e neguinho mandando ver ouvido aqui ouve de tudo menos sobre amor de mãe aqui tá bom pra mentir lugar assim ninguém nem tá aí aqui eu posso ser quem sou ou ser ator... tá ficando um arrocho danado tô quase maluco é demais o cheiro que a gente tem e com tantos dedos a coisa melhora bem qual domador o dj Dom Pepe põe na coleira dark, metal, charm, punk, funk, rasta, ploc, clubber lugar comum onde todos querem amar sem sofrer e essa mulher, pura chave de cadeia o que quer, o que faz na minha teia? se ferrou! estou sonhando...   © 1992 Luanda Edições Musicais Ltda."
Luz,/djavan/luz.html,Luz,<p>Luz luz Luz luz Luz luz Luz luz Luz luz</p> <p>Luz luz Luz luz Luz luz Luz luz</p> <p>Luz luz Luz luz Luz luz Luz luz</p> <p>Luz luz Luz luz Luz luz </p>
Luz e Mistério,/djavan/luz-e-misterio.html,Ária,"Oh! Meu grande bem Pudesse eu ver a estrada Pudesse eu ter A rota certa que levasse até Dentro de ti  Oh! meu grande bem Só vejo pistas falsas É sempre assim Cada picada aberta me tem mais Fechado em mim  És um luar Ao mesmo tempo luz e mistério Como encontrar A chave desse teu riso sério  Doçura de luz Amargo e sombra escura Procuro em vão Banhar-me em ti E poder decifrar teu coração  És um luar Ao mesmo tempo luz e mistério Como encontrar A chave desse teu riso sério  Oh grande mistério, meu bem, doce luz Abrir as portas desse império teu E ser feliz"
Maçã,/djavan/maca.html,Não É Azul Mas É Mar,"Subi ladeira nas carreiras te amei desfiladeiro abaixo encalacrei no lodo, na lama na areia movediça da carêcia humana o chão brilhava a casa ria clareava o dia e eu nos teus braços e viajei fui bater na espanha com o cheiro que voce tem me embriaguei destruí casablanca e me revoltei contra nicarágua após me atolar lá no irã teu beijo é nova york o que quer dizer maçã como é bom te querer acordei, tava frio dei a volta e voltei pro rio dei meia volta e voltei pro rio    © 1987 Luanda Ed. Musicais Ltda."
