Nome da Música,link,album,letra
Malásia,/djavan/malasia.html,Malásia,"Tom: A Intro: Bb5- Am7+ Em B Bb9 F/a Bb5- eu vou lá na malásia te ver Am7+ se você pra ásia for Em B eu nem contaria de um até três Bb9 F/a pensei, já fui Bb5- já que eu posso sem asas voar Am7+ sempre que tu me beijas Em não é histeria B querer estar Bb9 F/a onde tu estejas Bb5- lmpossível é ela não sucumbir Am7+ tudo se faz por amor Em princesa se humilha B vidas se anula Bb9 F/a flores se dão G9 eu vou seguir D/f# Fo nas noites de medo e dramas G9 vou cavalgar D/F# Fo o monstro sagrado do amor G9 D/f# lnsaciável sempre a correr Fo em chamas G9 cruzar o espaço D/f# Fo a procurar minha estrela, Bb5-/7+ estrela C7+ F7+/bb saiu com a noite e me A4 A9 A4 F7+/Bb dei , xo . . u A4 A9 C7+ bb7+ A4 A solo Bb5- Am7+ Em B Bb9 F/a "
Maledeto,/djavan/maledeto.html,,"Tô aqui sempre fazendo planos pra estar com você Prometendo o amor sem os danos que você quer ter Um olhar pouco mais demorado já me faz sonhar Quando penso que a tenho ao meu lado Você vai atrás do maledeto  Você vai que vai Queira ou não, tô vivendo na duvida se vou conseguir Desespero, mas vou virando laje pra lhe seduzir Não sou mar para viver de onda Não vou me enganar Se eu ficar mergulhado nas sombras Vou cair na buraqueira mesmo Vou cair na buraqueira mesmo Mas eu vou que vou Já viu que arraso é se dar pra alguém que o quer pra si Nada é tão bom E beber da água que há, dividir pra crescer Tente me querer Minha madredeus Mãe de Deus não me deixe só Ajudai aos seus Retirai do viver, o nó"
Mande Um Sinal,/djavan/mande-um-sinal.html,,"Se um dia acontecer Você voltar pra mim Eu juro, meu amor Vou lhe dizer que sim Mande um sinal  Aquilo que eu fiz Eu sei, não tem perdão Perdoa, meu amor Daqui pra frente, eu sei Eu vou saber cuidar de você  Eu juro que vou me entregar ao amor Sem pensar no dia de amanhã Você pode ter a certeza Que eu falo a verdade  Lição que a vida me deu Caminho Andar com você pelo mundo Destino  Se um dia acontecer Você voltar pra mim Eu juro, meu amor Vou te fazer feliz Mande um sinal Que eu vou correndo te ver"
Mãos Dadas,/djavan/maos-dadas.html,Vesúvio,Agi assim porque não tolero gente ruim Não quis saber que sem você eu passo mal Não me humilhei Sempre lhe dei Muito mais do que pude dar para alguém Mas no amor que eu dediquei a você Não há mais ninguém Não mais Não digo nunca mais Pra não ser enfático Mas certas tardes já não mais virão E não é segredo E assim não mais poder sair de mãos dadas Por aí à fora Aflora o medo
Mar à Vista,/djavan/mar-a-vista.html,Novena,"Eu não sei, que será de mim! Eu não sei e nada me importa saber eu só sei, que havia um mar à vista ali você passou assim por mim e eu me perdi.   ©1994 Luanda Edições Musicais Ltda."
Mar de Ilusão,/djavan/mar-de-ilusao.html,,"Se entardeceu E a luz morreu no teu sol Me chama, me chama de amor Se em vez de céu Te deram um mar de ilusão  Me chama me chama de amor E eu irei perdoar Por que igual ao vento A gente fica só Se mal se conduz   © 1979 Warner/Chappell"
Maria das Mercedes,/djavan/maria-das-mercedes.html,A Voz e o Violão,"Eu tenho uma namorada viva no interior Maria das Mercedes, linda como um beija-flor Ontem eu recebi carta dela cheirando a fulô ""Meu nego, estou intacta, pura, volte, por favor"" Lá pros quarenta Lá pros quarenta eu vou Lá pros quarenta Lá pros quarenta eu vou Eu quis escrever pro velho endereço Sobretudo que eu conheço da cidade grande Como fui infame, esqueci o seu sobrenome Se é Pereira, Moreira, Ferreira Só sei que acaba com ""eira"" Como aquela bananeira Se é Pereira, Moreira, Ferreira Só sei que acaba com ""eira"" Como aquela bananeira"
Matizes,/djavan/matizes.html,Matizes,"Você vem de longe De outra vida, de outro lugar Se o meu sangue foge É você que acabou de chegar O amor consome Desde quando é só afeição Pois já traz seu nome Como dona do meu coração Mas você se admira De me encontrar Já eu fiquei bem perto De tremular Ficamos sós Perdi a voz Você sorriu Foi quando eu ri também Pensei que morreria... Ainda bem! De puro amor Você tentou amenizar Aquela emoção Apanhando uma pedra no chão Amor não pede nada E o que sente logo exibe Você, mesmo abalada, Tem um encanto Que me inibe Na íris dos meus olhos Mergulhavam seus matizes A planejar o beijo Que o desejo Já exige!   (fonte: site oficial)"
Me Leve,/djavan/me-leve.html,Não É Azul Mas É Mar,"Hoje quando eu fui te ver, meu bem lembrando as coisas mais banais parei lá no lugar voce já não tava mais rio de janeiro secou ou não? Quem sabe eu esqueci voce noutro lugar sei lá, guarapari tudo que era azul ficou down que mal não ter voce ali ninguém me viu chorar mas tá doendo quem mandou me seduzir se voce for me leve daqui pra onde vá eu agora sou seu par quando sair me leve com voce então não vá.  ©1987 Luanda Edições Musicais Ltda."
Mea-culpa,/djavan/mea-culpa.html,Matizes,"Eu não digo Que se trate de um amor perdido Resta a chama, mas a hora De fazer o mea-culpa é agora E exibir outros dados Que impliquem outros resultados Com a bênção do perdão Por que não, por que não? Não botei fé Nunca dei margem pra sofrimento Tô atento, mas os dias Com a marca da melancolia São lembrados!... E é possível Que no afã de uma ou outra briga Tenha errado sem perdão Mas quem não, mas quem não? Não sei se o meu rival Descrito como o tal No seu caso de amor Vacilou Não fez o que é Pra se fazer Mas sei que o passado Vem cobrar meu bem, E nessa é um tal de chorar Viver no bar buscando aliviar A dor da solidão, sem ação Só pensando em voltar A sorrir ou chorar Com a vida Que antes parecia rasa e cinza Em verdade Era pão, era vinho, era chão.   (fonte: site oficial)"
Melodia Sentimental,/djavan/melodia-sentimental.html,,"Acorda, vem ver a lua Que dorme na noite escura Que surge tão bela e branca Derramando doçura Clara chama silente Ardendo meu sonhar  As asas da noite que surgem E correm no espaço profundo Oh, doce amada, desperta Vem dar teu calor ao luar  Quisera saber-te minha Na hora serena e calma A sombra confia ao vento O limite da espera Quando dentro da noite Reclama o teu amor  Acorda, vem olhar a lua Que brilha na noite escura Querida, és linda e meiga Sentir seu amor é sonhar"
"Meninos,eu Vi",/djavan/meninoseu-vi.html,,"Um grande amor  Para viver um grande amor  Eu vi o grande amor no claro olhar da minha amada, eu vi Que todo o grande amor ainda é pouco, ainda é nada, eu vi Amores que jamais verei Meninos, eu vivi Vivendo a poesia de verdade  Também vi a cidade incendiada, eu tive medo Eu vi a escuridão Eu vi o que não quis Amei mais do que pude, eu fiquei cego de paixão E acho que enfim eu vi um homem ser feliz  Juro que um dia eu vi um homem ser feliz  Eu vi o grande amor escancarado em cada cara, eu vi O amor evaporando pelos céus da Guanabara Amores de imortal verão Meninas, como eu vi Vivendo poesia de verdade  Eu vi uma cidade enfeitiçada, e tive medo Eu vi um coração Molhando o meu país Amei mais do que pude, eu fiquei cego de paixão E acho que enfim eu vi o homem ser feliz  Ah, juro que um dia eu vi o homem ser feliz!"
Meu,/djavan/meu.html,Milagreiro,"Você sabe fazer Tudo o que faz Nada existe em você Que eu não goste demais Quando você me diz Me apaixonei por você, meu Faz a cara feliz De quem sabe o que é seu Eu nunca vi nada assim ô loco E como faz o amor Pra se proteger Dá um zignal na dor É vetado sofrer Discordar, discutir Nada é mais saudável, não, não, não Um olhar neném de ser Logo fecha a questão Eu nunca vi nada assim ô loco  Ar, só com você Mar, com você qualquer fundura dá Tudo é tão meu Quando você vem se chegando Chegando de um modo só seu"
Meu Bem Querer,/djavan/meu-bem-querer.html,Para Sempre: Djavan,"Meu bem-querer É segredo, é sagrado Está sacramentado Em meu coração  Meu bem-querer Tem um ""quê"" de pecado Acariciado pela emoção Meu bem-querer, meu encanto Tô sofrendo tanto  Amor E o que é o sofrer Para mim que estou Jurado pra morrer de amor?    © 1980 Ed. Musicais Tapajós"
Meu Romance,/djavan/meu-romance.html,Vesúvio,Tu és meu romance Com toda nuance De um esplendor  Serás a primeira E única bandeira De um grande amor  E eu sinto o efeito Do ar rarefeito Quando longe estou  Eu só sei de mim Pelo teu olhar O que não vem de ti Não me alcançará  Onde você vai Sempre me encontrei No topo da paz  Ser de quem nos quer é ter Amar a quem se quer é ser Eu sou por amar você  Tu és meu romance Com toda nuance De um esplendor  Serás a primeira E única bandeira De um grande amor  E eu sinto o efeito Do ar rarefeito Quando longe estou  Eu só sei de mim Pelo teu olhar O que não vem de ti Não me alcançará  Onde você vai Sempre me encontrei No topo da paz  Ser de quem nos quer é ter Amar a quem se quer é ser Eu sou por amar você
Mil Vezes,/djavan/mil-vezes.html,Djavan,"Mil vezes te amo Meu bem Passo a vida A procurar você Não vejo graça em mais ninguém Saí do leblon Lá pelas cinco da manhã Sem te ver  Como vou ficar sem você? Nêgo fala Que é melhor abrir Não páro de pensar em ti Chego a delirar Louco pra te dar um alô  Leio algo Mas você não passa Pego uma uva Apago a luz Me sinto nu Vou dormir Sem ter vontade, tarde  Porque voce não apareceu Dedo de Deus Medo do pai Ai, ai, que raiva!   © 1989 Luanda Edições Musicais Ltda."
Milagreiro (part. Cássia Eller),/djavan/milagreiro.html,Milagreiro,"Agora vamos ter os girassóis do fim do ano e o calor vem desumano tudo irá se expandir crescer com as águas quiçá, amores nos corações e um santeiro, milagreiro prevê a dor de terceiros e diz que a vida é feita de ilusão e um santeiro, milagreiro prevê a dor de terceiros e diz que a vida é feita de ilusão aquela que um dia o fez sonhar se foi com o outro no dia em que os dois se casariam por amor ele aluou hoje o seu pesar cintila nos varais usou as sete vidas e não foi feliz jamais toda a imensidão passou pela vida e foi cair na solidão mais um santo para esculpir é o que lhe vale pra evitar que o rancor suas ervas espalhe"
Minha Irmã,/djavan/minha-irma.html,Luz,Vento cantou na mata trovão roncou filho de juca que raio matou mãe disse que eu botasse olho em você então passa pra dentro menino vai chover...   © 1982 Luanda Edições Musicais Ltda.
Minha Mãe,/djavan/minha-mae.html,,"O descampado se via E eu de esperar Tava morta Com jeito de agonia Eu me encostava na porta  A disfarçar a barriga Dos risos da fantasia Fingindo ter Nos meus olhos Um sol que nunca podia  Via passar procissões E os velhos nos caramanchões ê, ê Via passar esses dias Como se fossem dobrados Ardia em mim Esse filho Como se fosse pecado Filho do pecado  © 1978 Warner / Chappell"
Miragem,/djavan/miragem.html,"Djavan na Pista, Etc",Com a mão de um desejo Selvagem Roubarei a seda Que o beijo guardou Só pra dar uma riqueza Pro meu amor Vivo por que te vejo Miragem Num lampejo de abelha Fazendo o mel Vou fazer no céu Do teu carinho  Uma lã pro cio Na certeza De quem faz o vinho Teu calor Alucina E a pleno rigor Domina Feito uma coisa Que mata de prazer Deixa ver Se eu não morrer Te quero de novo Ando por onde vejo Miragem Um beijo passou por mim.
Morena de Endoidecer,/djavan/morena-de-endoidecer.html,Para Sempre: Djavan,"Saí na porta de casa olhei pro céu e pensei: parece que vai chover parece que vai chover parece que vai chover o amor que trago no peito é carga pra mais de dez morena de endoidecer morena de endoidecer morena de endoidecer morena de endoidecer vai pensamento, vai viajar de navio pra ver que fim levou minha vida quando você foi embora o céu deu de escurecer será que eu fiquei chorando, ô ô parece que vai chover será que fiquei chorando, ô ô parece que vai chover será que eu fiquei chorando, ô ô parece que vai chover  © 1981 Edições Musicais Tapajós Ltda. (EMI) Musiclave Editora Musical Ltda."
Muito Mais,/djavan/muito-mais.html,Meu Lado,MUITO MAIS Djavan  Quero saber Amor Se me quer em seu coração Eu prefiro morrer Acabou Só não quero levar um não Quero saber Amor Se me quer em seu coração Eu prefiro morrer Acabou Só não quero que a tristeza Afaste você de mim Nem desejo que o seu lindo olhar E o que lembrar você Me abandone Se o céu incandescer de uma vez Luz escorrer Tudo virar verão Me espere aqui Que eu vou ali Pegar Halley pra ti Volto pra ver Você correr Pra me dizer Que sim É Alagoas Quem dera nas suas águas Me banhar Muito mais Mas deixa isso Pra longe.
Muito Obrigado,/djavan/muito-obrigado.html,A Voz e o Violão,"Obrigado por tudo quanto Você me fez por nada Por nada se mata E morre de amor Não quero parecer com nada No mundo porque  Apesar da entranha ferida Donde eu saí pro nada Do nada também se nasce Uma flor com todo seu poder De colocação e magia  Tudo isso é uma questão de saber Saber viver Tudo isso é uma questão de amar Pra entender Tudo isso é uma questão de querer Reconhecer Que quem sabe tudo nada há de ser, nesse compasso Há espaço pra quem quiser viver  Muito obrigado Muito obrigado BIS Muito obrigado Por tudo que eu tenho passado   © 1976 BMG Music Publishing Brasil"
Mundo Vasto,/djavan/mundo-vasto.html,Vaidade,"Conta pra pagar a vida é o mesmo be-a-bá Um desalento nato Conto com você pra me salvar de me prender Ao que não for bom de fato Fico esperando a festa que é você chegando com o que há De bom e de melhor no prato Meu amor é você E viver lá no alto Sem o seu braço de paz o resto é medo Crise em cada canto quem já não vinha com tanto Sequer sobrou pro gasto Só você pra me tirar dessa cadeia de pezar Que assola esse mundo vasto Meu amor sem você O que posso esperar Ver a solidão da natureza só crescer ante a surdez do mundo Por segundo Menos bicho, menos água Quem manda bem Muito bem mas também paga Deus me fez nascer pra eu viver de um tudo   Tempo é muito vago e sem apoio O bicho é brabo O trigo é joio E quem quiser que se dê mal Com você na mão Como é que eu posso desdizer O que eu lhe disse sem parecer ingratidão   Tudo é muito vago e sem apoio O bicho é brabo O trigo é joio E quem quiser que se dê mal Com você na mão Como é que eu posso desdizer O que eu lhe disse sem parecer ingratidão  A cada segundo Menos bicho, menos água Quem manda bem Muito bem mas também paga Deus me fez nascer pra eu viver de um tudo  Tudo é muito vago e sem apoio O bicho é brabo O trigo é joio E quem quiser que se dê mal Com você na mão Como é que eu posso desdizer O que eu lhe disse sem parecer ingratidão  Tudo é muito vago e sem apoio O bicho é brabo O trigo é joio E quem quiser que se dê mal"
Na Boda do Beco,/djavan/na-boda-do-beco.html,A Voz e o Violão,"Na Boca Do Beco  Na hora da agonia, Eu pergunto: Cadê os meus amigos, meus camaradas, Meus parceiros? Na hora que eu mais necessito deles não acho um O Zé tá pra São Paulo E Pedro morreu, Até o Biu desapareceu Chico Careca, já cansei de bater na casa da esquina e nem Já é quase noite, e o negão num açoite Na boca do beco vai aparecer E eu vou ter que encarar E não posso perder, que a crioula vai ver Tomei decisão como último tiro Gritei num suspiro: ""Ganhei o bolão e não tenho um irmão Com quem possa gatar!"" De repentemente a turma pintou Com sorriso nos dentes Me dizendo contente: "" Ah! deixa isso com a gente!"" No final do barato eu ganhei do negão E, sem grana na mão a turma me ganhou Quando sacou o grupo E hoje a crioula está de luto No final do barato eu ganhei do negão E, sem grana na mão a turma me ganhou Quando sacou o grupo E hoje a crioula está de luto E hoje a crioula está de luto, ê! E hoje a crioula está de luto"
Nada a Nos Separar,/djavan/nada-a-nos-separar.html,Ária,"Mais uma vez, vou te esperar mais uma vez, não vou te ver chegar e eu tão triste, serei mais triste porque sei bem, que é vão te esperar  Porém minha lembrança, contigo estará e a esperança, reacenderá e um dia então, junto ao portão nosso lugar, irei te esperar  E tú virás de um mundo triste e ficarás pra sempre junto a mim e o sol da felicidade, de novo brilhará feliz serei, feliz serás até o fim  Se nossas tristezas, irão terminar sim livre seremos, nada irá nos separar Nossas horas tristes, de paz será enfim e as incertezas, direi fim, fim, fim  e um dia então, junto ao portão nosso lugar, irei te esperar  E tú virás de um mundo triste e ficarás pra sempre junto a mim e o sol da felicidade, de novo brilhará feliz serei, feliz serás até o fim"
Nada Mais Sou,/djavan/nada-mais-sou.html,D,"Te vi Fiquei só Ali Quase sem voz Não fui capaz Nem de um Oi, meu! Me deu Foi medo de te olhar Sei lá! E se ela nem Me vir Me ignorar Posso morrer De verdade Ou mais Nunca saberei O que é o amor Na terra Já não há mais lugar Passo a frequentar O desprazer Vou viver só por viver Sem existir Nada mais sou Se é que eu já fui Sem teu calor O que eu seria Mas a ilusão Que acendeu No coração A luz Não tem porque Se apagar Não"
Não Deu,/djavan/nao-deu.html,,"Eu sonhei viver Com você assim Tudo até o fim E no frio te proteger E te ver dormir E ali ficar Vivendo pra você Melhor viver De Deus usar a mão Te puxar pra lugar seguro Sempre que precisar Estar aqui pra te atender Te ouvir, te aconselhar, discutir Te livrar do escuro De um mundo real Mas, não deu Que mau... Eu sonhei viver Com você assim Dedicado a mim De tudo me proteger Pra me ver feliz a te agradar Contando histórias pra te ver sorrir Distrair, pensar no bem E ver a luz da vida se acender No amor dos braços teus Mas, não deu...   © 1996 Luanda Edições Musicais Ltda."
Não É Um Bolero,/djavan/nao-e-um-bolero.html,vidas pra contar,"Eu não digo que não Ela é bela e fera Mas não pondera E me deixa ""doindin""  Quando eu penso que sim Ela dá de ombro E eu me escombro ""sozin""  Se com ela há muito mais luar Porque viver dias sombrios? Eu não posso me distanciar E me perder dos seus carinhos Você é demais... Muito mais pra mim  Não é um bolero É amor sincero, que a tudo resiste Não a ter do lado, me deixa abalado E nada é mais triste A vida é atoa, não fica de boa Quem não tem um querer Eu tenho de tudo mas me falta tudo Se eu não tenho você"
Nas Ruas,/djavan/nas-ruas.html,Novena,"Meu olhar se mirando em teu olhar se eu pegar na mão , te beijarei te beijarei não consigo mais de vontade de ficar o que há entre eu e você é raro é na falta de ar do teu olhar que o sufoco crescerá eu sei, ora se sei! Não encontro mais nada pra me segurar tudo poderá acontecer é claro! Tempestade de negras e louras, morenas mouras todas elas a me voduzar desnudas bailam nas ruas e se vão nas luas do reflexo que sai da luz do teu olhar  eu te desejo e quero porque deus quer quem não quer é você que não tem fé em deus!   © 1994 Luanda Edições Musicais Ltda."
Navio,/djavan/navio.html,Não É Azul Mas É Mar,"Eu amei a sua cara venha cá é um prazer ouvi-la falar musical que nem um rio que navio é voce na praia que visìo é um abismo pro coração sim, pelo que vejoa voce é a mais bonita filha da manhã suave beijo em lábios de maçã queria saber o que toca você queria chegar e poder te alcançar eu quero dizer que eu queria você oh luz do querer minha vida é voce eu vou buscar o céu, o mar o que de mais bonito há pra te presentear o céu, o mar o que de mais bonito há."
Nem Um Dia,/djavan/nem-um-dia.html,Djavan - Novelas,"Um dia frio Um bom lugar pra ler um livro E o pensamento lá em você, Eu sem você não vivo Um dia triste Toda fragilidade incide E o pensamento lá em você, E tudo me divide  Longe da felicidade E todas as suas luzes Te desejo como ao ar Mais que tudo, És manhã na natureza das flores  Mesmo por toda riqueza Dos sheiks árabes Não te esquecerei um dia, Nem um dia Espero com a força do pensamento Recriar a luz que me trará você.  E tudo nascerá mais belo, O verde faz do azul com o amarelo O elo com todas as cores Pra enfeitar amores gris.   © 1996 Luanda Edições Musicais Ltda."
Nereci,/djavan/nereci.html,,Nereci.... Quando o mar levou Teria sido traição Será que Na maré de hoje Ela virá Rainha do mar Além de Todos além Além do mar Além do além mar Nereci além Do azul estará  © copyright 1978 Warner / Chappell
Num Mundo de Paz,/djavan/num-mundo-de-paz.html,D,"Vem ver a tarde, amor Nunca tal esplendor Fez-se notar com tanta resolução Vem que o anil do amor E o sangue da paixão Vão ostentar usando de toda cor  E aí pensar em tudo que se vai fazer E avaliando o entorno das coisas Abstrair o que só nos faz perder Pra que você possa me olhar  E querer tudo de novo E contar com o que vai ter E no sal de um beijo novo Ter motivo pra viver Belas noites de verão De mãos dadas por aí Retomar o que era bom Mas se não quiser sair  Deixar Que o vento leve E o amor Se encarregue de tudo  E que a gente volte a rir de tudo E que a vida seja longa e tudo Num mundo de paz  E que a gente volte a rir de tudo E que a vida seja longa e tudo Num mundo de paz  Vem ver a tarde, amor Nunca tal esplendor Fez-se notar com tanta resolução Vem que o anil do amor E o sangue da paixão Vão ostentar usando de toda cor  E aí pensar em tudo que se vai fazer E avaliando o entorno das coisas Abstrair o que só nos faz perder Pra que você possa me olhar  E querer tudo de novo E contar com o que vai ter E no sal de um beijo novo Ter motivo pra viver Belas noites de verão De mãos dadas por aí Retomar o que era bom Ser feliz é logo ali  E querer tudo de novo E contar com o que vai ter E no sal de um beijo novo Ter motivo pra viver Belas noites de verão De mãos dadas por aí Retomar o que era bom Ser feliz é logo ali  E querer tudo de novo E contar com o que vai ter E no sal de um beijo novo Ter motivo pra viver Belas noites de verão De mãos dadas por aí Retomar o que era bom Ser feliz é logo ali"
Numa Esquina de Hanói,/djavan/numa-esquina-de-hanoi.html,,"Um é par de dois Quer ver, verás Irei a ti pra viver Depois morrer de paz Ou não... Quem saberá? Ficarei sabedor se você temperou no sal Ou se salobro nós Me atiro, cívico Aos meus amigos de varar a noite Trazás nó cego, dirás E eu rirei, pecador No que você corará mais E de cor entregarás A minha alma viva e depenada para o satanás Que enfim, quiçá lhe trai indiferente a mim Que não lhe significa nada mais do que um lobo atroz Perdido numa esquina de Hanói Perdido numa esquina de Hanói   © Copyright by BMG Arabella"
Nuvem Negra,/djavan/nuvem-negra.html,,Não adianta me ver sorrir Espelho meu Meu riso é seu Eu estou ilha ... da Hoje não ligo a TV Nem mesmo pra ver o Jô Não vou sair Se ligarem não estou À manhã que vem Nem bom-dia eu vou dar Se chegar alguém A me pedir um favor Eu não sei  Tá difícil ser eu Sem reclamar de tu ...do Passa nuvem negra Larga o dia E vê se leva o mal Que me arrasou Pra que não faça sofrer mais ninguém Esse amor que é raro E é preciso Pra nos levantar Me derrubou nao sabe parar de crescer e doer
O Tal do Amor,/djavan/o-tal-do-amor.html,vidas pra contar,"Me vejo ao seu lado Com o ego inflado Eu vivo a querer O seu amor Seja como for Teu beijo ardente Não sai da mente E o meu coração Não sabe o que é ilusão Se eu lhe chamar Você não olhar Vai me pesar, mas voa E eu espero “na boa” Sorrir pra mim É quase um jardim Onde pássaros voam E entidades atuam Pro bem querer o bem Se unificar E assombrar a dor Pra estarmos juntos Em nome do tal Do amor"
O Vento,/djavan/o-vento.html,,"Minha mulher, minha irmã Minha cara metade De carne maçã, maçã Minha costela- de-Adão Meu pé de romã, romã Vento que bate na porta Trazendo notícias Que tem de alguém Vento que entorna a manhã Do meu bem Me leva, me leva Vento Bate suas asas Voa sobre as casas Vento faz o dia delirar Traz minha morena do além- mar Minha irmã, meu irmão Quem tem ouro na pele Da alma pagã, pagã Vento me ensina a tocar A flauta de Pã, de Pã   © 1987 Luanda Edições Musicais Ltda. Três Pontas"
Oceano,/djavan/oceano.html,Djavan - Novelas,Assim Que o dia amanheceu Lá no mar alto da paixão Dava pra ver o tempo ruir Cadê você? Que solidão! Esquecera de mim  Enfim De tudo que há na terra Não há nada em lugar nenhum Que vá crescer sem voce chegar Longe de ti tudo parou Ninguém sabe o que eu sofri  Amar é um deserto E seus temores Vida que vai na sela Dessas dores Não sabe voltar Me dá teu calor  Vem me fazer feliz Porque eu te amo Você deságua em mim E eu oceano Esqueço que amar É quase uma dor Só sei Viver Se for Por você   © 1989 Luanda Edições Musicais Ltda.
Om,/djavan/om.html,Milagreiro,"Eu já nem sei quem sou tão dedicado a ti um cobertor pro frio queria ser teu ""om"" viver grudado, sim sempre ali, sempre ali não sou nada indelével sou instável como a cidade mas carrego pau e pedra só para ver-te mais à vontade sem o mar a cobrir-te de sombras ou cores livre pra amores desses que vêm e vão sob o bronze da noite onde o mais são estrelas todas ali para vê-la como fazer com os homens ah! você que nasceu com o leito pro rio que desafio querer-te acompanhar!...   © 1992 Luanda Edições Musicais Ltda."
Oração Ao Tempo,/djavan/oracao-ao-tempo.html,Ária,És um senhor tão bonito Quanto a cara do meu filho Tempo tempo tempo tempo Vou te fazer um pedido Tempo tempo tempo tempo...  Compositor de destinos Tambor de todos os rítmos Tempo tempo tempo tempo Entro num acordo contigo Tempo tempo tempo tempo...  Por seres tão inventivo E pareceres contínuo Tempo tempo tempo tempo És um dos deuses mais lindos Tempo tempo tempo tempo...  Que sejas ainda mais vivo No som do meu estribilho Tempo tempo tempo tempo Ouve bem o que te digo Tempo tempo tempo tempo...  Peço-te o prazer legítimo E o movimento preciso Tempo tempo tempo tempo Quando o tempo for propício Tempo tempo tempo tempo...  De modo que o meu espírito Ganhe um brilho definido Tempo tempo tempo tempo E eu espalhe benefícios Tempo tempo tempo tempo...  O que usaremos prá isso Fica guardado em sigilo Tempo tempo tempo tempo Apenas contigo e comigo Tempo tempo tempo tempo...  E quando eu tiver saído Para fora do teu círculo Tempo tempo tempo tempo Não serei nem terás sido Tempo tempo tempo tempo...  Ainda assim acredito Ser possível reunirmo-nos Tempo tempo tempo tempo Num outro nível de vínculo Tempo tempo tempo tempo...  Portanto peço-te aquilo E te ofereço elogios Tempo tempo tempo tempo Nas rimas do meu estilo Tempo tempo tempo tempo...
Orquídea,/djavan/orquidea.html,Vesúvio,"Lembra aquela Phalaenopsis Que você me deu Me deixou com Sophronitis Por um beijo seu  Pleurothallis, Paphiopedilum Cores demais Nada comum  Cyrtopodium, Sarcoglottis De um bem-querer Fui à Brassia na Malaxis Mas não vi você Amabilis, Violácea-me aqui Javanica, Guttata-me  Cattleya ou Purpurata Me remete a você Uma Brassavola nata Seu labelo bicolor Desacata Pela fragrância da cor  Sépala, labelo, coluna E pétala tem a flor Flor que nasce, cresce E flora por amor"
Outono,/djavan/outono.html,Djavan - Novelas,"Um olhar uma luz ou um par de pérolas mesmo sendo azuis sou teu e te devo por essa riqueza uma boca que eu sei não porque me fala lindo e sim, beija bem tudo é viável pra quem faz com prazer sedução, frenesi sinto você assim sensual, árvore espécie escolhida pra ser a mão do ouro o outono traduzir viver o esplendor em si tua pele um bourbon me aquece como eu quero sweet home gostar é atual além de ser tão bom.   © 1992 Luanda Edições Musicais Ltda."
Palco,/djavan/palco.html,Ária,"Subo nesse palco, minha alma cheira a talco Como bumbum de bebê, de bebê Minha aura clara, só quem é clarividente pode ver Pode ver Trago a minha banda, só quem sabe onde é Luanda Saberá lhe dar valor, dar valor Vale quanto pesa prá quem preza o louco bumbum do tambor Do tambor  Fogo eterno prá afugentar O inferno prá outro lugar Fogo eterno prá consumir O inferno, fora daqui  Venho para a festa, sei que muitos têm na testa  O deus-sol como um sinal, um sinal Eu como devoto trago um cesto de alegrias de quintal  De quintal  Há também um cântaro, quem manda é Deus a música  Pedindo prá deixar, prá deixar Derramar o bálsamo, fazer o canto, cantar o cantar  Lá, lá, iá"
Para Comigo Fazer,/djavan/para-comigo-fazer.html,,"Já é tarde E não vou mais dormir Eu vou sair sem direção talvez Na escuridão, eu possa ver alguém feliz Eu quero ver à toa Ao menos uma pessoa, numa boa Por aí Para comigo fazer para comigo poder até conversar Sobre coisas esquecidas Pelo desuso da boca Ou pela fala vencida Para comigo lembrar para comigo dançar ao som da retreta dos grilos a pernear os dois A poder tudo Antes que o dia amanheça E acordem todos, todos Para comigo parar   © 1978 Warner / Chappell"
Pára-Raio,/djavan/para-raio.html,A Voz e o Violão,"Descalço num pequeno espaço Deitado em quarto crescente Pálido, cálido, espírito ausente Calado , de corpo fechado Não traço, não sigo, não sou obrigado Não faço segredo, não sou bem dotado Cabeça feita, visão na estrada Esqueço do medo, não choro por nada No braço do mar, bem na ponta d’areia A terra treme, o tempo serra Quem manda na chuva é o vento Quem manda na chuva é o vento  E pára-raio Cata-vento E pára-raio Cata-vento E pára-raio E pára o tempo E pára E pára-raio Cata-vento   © Copyright by Ed.Musical BMG Arabella Ltda"
Pássaro,/djavan/passaro.html,Bicho Solto - O XIII,"Vem me dar teu calor Que eu te dou meu carinho Como faz a flor com o beija-flor Ou o pão e o vinho Minhas juras de amor Teus cuidados comigo Na paz dos teus braços Pena de ave, campos de trigo E chego a levitar Quando estou te olhando  Pássaro voa e vai pela beira do rio E deixo de pensar no que é desengano E reparo só nos desafios Com a graça de deus menino É que eu me guio ""rogai por nós, vos peço paz! "" Nos una mais, não nos deixe sós E se não for pedir de mais Quaro vida normal e algum dinheiro Deitar, dormir, poder sonhar Que um dia eu vá conhecer o sul  Que chova aqui o que chove lá Para o que se plantar ganhar o verde Pra alimentar, pra garantir O bem-estar de viver sem medo E ter pra quando precisar E não ter que ficar chupando o dedo Da criação, dos pés de coco A fruta-pão quero ver crescer Realizar a ilusão  Para o meu coração se aquecer Se eu deixar de ter você É como não ter mais o que esperar Ou sei lá o quê, deixar de ser Flamengo, mengo Ah, se eu perder você É quase não mais poder respirar Ou pirar de vez e não ser mais Flamengo, mengo, mengo"
