Nome da Música,link,album,letra
Quanto Vale A Vida,/engenheiros-do-hawaii/quanto-vale-a-vida.html,Infinita Highway,"quanto vale a vida de qualquer um de nós? ?quanto vale a vida em qualquer situação? ?quanto vale a vida perdida sem razão? ?num beco sem saída, quanto vale a vida? são segredos que a gente não conta contas que a gente não faz quem souber quanto vale, fale em alto e bom som ?quantas vidas vale o tesouro nacional? ?quantas vidas cabem na foto do jornal? ?às sete da manhã, quanto vale a vida depois da meia-noite, antes de abrir o sinal? são segredos que a gente não conta (faz de conta que não quer nem saber) quem souber, fale agora ou cale-se para sempre ?quanto vale a vida acima de qualquer suspeita? ?quanto vale a vida debaixo dos viadutos? ?quanto vale a vida perto do fim do mês? ?quanto vale a vida longe de quem nos faz viver? são segredos que a gente não conta contas que a gente não faz coisas que o dinheiro não compra perguntas que a gente não faz: ?quanto vale a vida? nas garras da águia nas asas da pomba em poucas palavras no silêncio total no olho do furacão na ilha da fantasia ?quanto vale a vida? ?quanto vale a vida na última cena quando todo mundo pode ser herói? ?quanto vale a vida quando vale a pena? ?quanto vale quando dói? são coisas que o dinheiro não compra perguntas que a gente não faz: ?quanto vale a vida?"
Quarto de Hotel,/engenheiros-do-hawaii/quarto-de-hotel.html,Infinita Highway,"'tô num lugar comum onde qualquer um se esconde pra fazer a frase feita e sentir os efeitos colaterais 'tô em lugar nenhum ???ONDE??? onde qualquer um se esconde pra fazer a frase feita contrabando de uma seita oriental não tenho estado muito em casa ultimamente nem me lembro quanto tempo faz aprendi a não olhar pra trás  eu conto as horas que passam eu conto estrelas no céu na solidão das noites sem graça nos quartos de hotel ?como se chama essa cidade? ?como se chama atenção? de uma cidade que dorme enquanto a gente, infelizmente, não? bobeiras da noite, noites inteiras pensando bobagens, bebendo besteiras sem companhia, sem companheira nos quartos de hotel a cada cena as paredes mudam de cor no quarto quase escuro à luz apenas do aparelho televisor (espelho retrovisor futuro) a duras penas eu apago a televisão o quarto fica quase escuro iluminado apenas pela letra ""H"" da palavra ""HOTEL"" escrita em neon  amanhã numa cidade diferente não haverá diferenças no ar as noites passarão do mesmo jeito as estrelas estarão no mesmo lugar ?como se chama essa cidade? ?como se chama atenção de uma cidade que morre enquanto a gente, mente que não? meias verdades, noites inteiras bebendo bobagens, pensando besteiras sem entender o que sempre acontece nos quartos de hotel a cada cena as paredes mudam de cor no quarto quase escuro à luz apenas do aparelho televisor (espelho retrovisor futuro) a duras penas eu apago a televisão o quarto fica quase escuro iluminado apenas pela letra ""H"" da palavra ""HOTEL"" escrita em neon... ...pra chamar atenção de quem passa na rua contando as horas que passam contando estrelas... ...no céu     post by Andre_R"
Quartos de Hotel,/engenheiros-do-hawaii/quartos-de-hotel.html,,"Tô num lugar comum Onde qualquer um se esconde Pra fazer a frase feita E sentir os efeitos colaterais Tô em lugar nenhum (Onde??) Onde qualquer um se esconde  Pra fazer a frase feita Contrabando de uma seita oriental Não tenho estado muito em casa ultimamente Nem me lembro quanto tempo faz Aprendi a não olhar pra trás  Eu conto as horas que passam Eu conto estrelas no céu Na solidão das noites sem graça Nos quartos de hotel  Como se chama essa cidade? Como se chama a atenção De uma cidade que dorme Enquanto a gente, infelizmente, não?  Bobeiras na noite, noites inteiras Pensando bobagens, bebendo besteiras Sem companhia, sem companheira Nos quartos de hotel  Refrão:  A cada cena as paredes mudam de cor No quarto quase escuro À luz apenas do aparelho televisor  (Espelho retrovisor futuro) A duras penas eu apago a televisão O quarto fica quase escuro Iluminado apenas pela letra ""H"" Da palavra ""HOTEL"" Escrita em neon  Amanhã, numa cidade diferente Não haverá diferenças no ar As noites passarão do mesmo jeito As estrelas estarão no mesmo lugar Como se chama essa cidade? Como se chama a atenção De uma cidade que morre  Enquanto a gente mente que não? Meias verdades, noites inteiras Bebendo bobagens, pensando besteiras Sem entender o que sempre acontece Nos quartos de hotel ...refrão  ...refrão Pra chamar a atenção de quem passa na rua Contando as horas que passam Contando estrelas no céu"
Quebra-cabeça,/engenheiros-do-hawaii/quebra-cabeca.html,Novos Horizontes,quebra cabeça (gessinger/fonseca/ayala/aranha/pedro a.)   pode ser pra sempre pode não ser mais pode ter certeza e voltar atrás pode ser perfeito fruto da imaginação pode ter defeito de fabricação  tá faltando peça no quebra-cabeça eu não tenho pressa o meu tempo é todo teu é tudo que eu posso oferecer (é pouco) mas é tudo que eu posso oferecer (é quase nada) mas é tudo que eu posso oferecer  pode estar no ponto ponto de interrogação pode ser encontro ou separação pode correr risco arriscado sempre é só não pode o medo te paralisar  tá faltando peça no quebra-cabeça eu não tenho pressa o meu tempo é todo teu é tudo que eu posso oferecer (é pouco) mas é tudo que eu posso oferecer (é quase nada) mas é tudo que eu posso oferecer (é pouco) mas é tudo que eu tenho  tudo que eu posso oferecer  By.: Luaninha
Quem Diria?,/engenheiros-do-hawaii/quem-diria.html,Infinita Highway,"Quem diria Que um dia A gente iria Chegar ao fim?  Quem diria Que seria Assim?  Ninguém seria capaz de adivinhar Ninguém foi capaz de evitar   Você se enganou Tem que reconhecer Não me conhecia e não sabia o que queria saber Agora reclama Sem nenhuma razão Pra não dizer o que não quer ouvir ninguém falou  Você se enganou Não pode negar Não me conhecia e não sabia, não sabia por quê   Quem diria Que um dia A gente iria Chegar ao fim? Quem diria Que seria Assim?  Ninguém seria capaz de adivinhar Ninguém foi capaz de evitar   Você se assustou Foi fácil de perceber Não sabia o que queria, não sabia o que queria saber Agora reclama Com toda razão  Pra não dizer o que não quer ouvir ninguém falou Foi o que deveria ter sido Se não fosse paixão... Se não fosse paixão...   Quem diria Que um dia A gente iria Chegar ao fim? Quem diria Que seria Assim?  Ninguém seria capaz de adivinhar"
Quem Tem Pressa Não Se Interessa,/engenheiros-do-hawaii/quem-tem-pressa-nao-se-interessa.html,Infinita Highway,"Quando você me olha Com seu olhar tranqüilo Sempre diz que falta algo Ou isto ou aquilo Você não entende E se surpreende Seu olhar já não está tranqüilo  Mas quem tem pressa Não se interessa Por questões de estilo (Questões de estilo) As vozes oficiais dizem: ""Quem sabe..."" Dizem: ""talvez...""  Enquanto os vídeos e as revistas Mostram imagens sem nitidez Você se espanta: ""Há tanta coisa nos jornais!"" Mas quem tem pressa Não se interessa Em andar rápido demais (Rápido demais)  Eles têm razão Mas a razão é só que eles têm A lâmina ilumina a mão A lâmpada cria a escuridão Há muita grana atrás de uma canção Ninguém se engana com uma canção  O tempo que nos gera também gera generais Mas o tempo nunca espera que cheguem os comercias (Os comerciais) Nas veias abertas Da América, menina Um mar vermelho de sangue  Leva navios piratas, Negociatas, concordatas, Candidatos democratas, Sucos e sucatas Ternos e gravatas Secando cataratas e lavando as mãos Dando a impressão de que Na areia movediça nada se desperdiça   Camila Paiva..."
Rádio Pirata,/engenheiros-do-hawaii/radio-pirata.html,Novo Millennium: Engenheiros do Hawaii,"Abordar navios mercantes Invadir, pilhar, tomar o que é nosso Pirataria nas ondas do rádio Havia alguma coisa errada com o rei  Preparar a nossa invasão E fazer justiça com as próprias mãos Dinamitar um paiol de bobagens E navegar no mar da tranquilidade  Toquem o meu coração Façam a revolução Está no ar: nas ondas do rádio No submundo, repousa o repúdio Que deve despertar  Disputar em cada frequência Um espaço nosso nessa decadência Canções de guerra, quem sabe canções do mar Canções de amor ao que vai vingar  Toquem o meu coração Façam a revolução Está no ar: nas ondas do rádio No underground repousa o repúdio  Toquem o meu coração Façam a revolução..."
Realidade Virtual,/engenheiros-do-hawaii/realidade-virtual.html,Maxximum: Engenheiros do Hawaii,"é preciso fé cega e pé atrás olho vivo, faro fino e... tanto faz... é preciso saber de tudo e esquecer de tudo: fé cega e pé atrás tá legal, eu desisto: tudo já foi visto olhos atentos a qualquer momento: é preciso acreditar tudo bem, eu acredito: tudo já foi dito olhos atentos a todo movimento: é preciso duvidar viver não é preciso e nem sempre faz sentido é preciso muito mais fé cega e pé atrás a neblina encobre o Cristo e a lagoa se ilumina com edifícios de cabeça pra baixo e refletores do Jockey Club na outra janela o sol sempre brilha o risco é calculado: videoguerra, vídeoreinodoscéus videoguerra, vídeoreinodoscéus é preciso fé cega e pé atrás olho vivo, faro fino e... tanto faz... é preciso saber de tudo e não pensar em nada fé cega e pé atrás"
Refrão de Bolero,/engenheiros-do-hawaii/refrao-de-bolero.html,Maxximum: Engenheiros do Hawaii,"Eu que falei nem pensar Agora me arrependo roendo as unhas Frágeis testemunhas De um crime sem perdão  Mas eu falei sem pensar Coração na mão, como o refrão de um bolero Eu fui sincero Como não se pode ser E um erro assim tão vulgar Nos persegue a noite inteira E quando acaba a bebedeira Ele consegue nos achar  Num bar Com um vinho barato Um cigarro no cinzeiro E uma cara embriagada no espelho do banheiro  (Ana) Teus lábios são labirintos (Ana) Que atraem os meus instintos mais sacanas O teu olhar Sempre distante, sempre me engana Eu entro sempre na tua dança de cigana  Eu que falei nem pensar Agora me arrependo roendo as unhas Frágeis testemunhas De um crime sem perdão  Mas eu falei sem pensar Coração na mão, como o refrão de um bolero Eu fui sincero Eu fui sincero  Um erro assim tão vulgar Nos persegue a noite inteira E quando acaba a bebedeira Ele consegue nos achar Num bar  (Ana) Teus lábios são labirintos (Ana) É o fim do mundo todo dia da semana (Eu sigo a tua pista todo dia da semana) Eu entro sempre na tua dança de cigana  (Ana) Teus lábios são labirintos (Ana) Que atraem os meus instintos mais sacanas E o teu olhar sempre distante sempre me engana ""Iê-iê"" É o fim do mundo todo o dia da semana (Eu sigo a tua pista todo dia da semana) (Eu falei foi sem pensar, foi sem pensar!)"
Revelação,/engenheiros-do-hawaii/um-barzinhoum-violao.html,,Um dia vestido de saudade viva faz ressuscitar Casas mal vividas camas repartidas faz se revelar Quando a gente tenta de toda a maneira dele se guardar Sentimento ilhado morto e amordaçado volta a incomodar...  Quando a gente tenta de toda a maneira dele se guardar Sentimento ilhado morto e amordaçado volta a incomodar...
Ritos de Passagem,/engenheiros-do-hawaii/ritos-de-passagem.html,Surfando Karmas & DNA,"medo de voltar pra casa medo de sair de casa e encontrar tudo no mesmo lugar medo de abrir os olhos medo de fechar os olhos e enxergar o que não quer nem imaginar  ? quanto tempo faz ? uma semana atrás ? no topo do mundo, na crista da onda numa euforia de se estranhar ! pouco tempo faz ! uma semana atrás ! no topo do mundo, na crista da onda um mergulho em busca de ar tudo mudou, ela acordou estava onde nunca quis estar  livre para ir e vir para ficar onde está outro modo de ver a queda livre como sempre quis livre como nunca imaginou outro modo de ver o muro desabar  ? quanto tempo faz ? uma semana atrás ? no topo do mundo, na crista da onda numa euforia de se estranhar ! pouco tempo faz ! uma semana atrás ! no topo do mundo, na crista da onda um mergulho em busca de ar tudo mudou, ela acordou estava onde nunca quis estar ela mudou, tudo acabou ela está pronta pra recomeçar"
Rota de Colisão,/engenheiros-do-hawaii/rota-de-colisao.html,Dançando no Campo Minado,As fases da lua A crise dos mercados O movimento das marés A hora da verdade A idade da razão A diferença do que se pensa e o que se faz!  Isso nos coloca em rota de colisão Estamos em rota de colisão Isso nos coloca em rota de colisão Estamos em rota de colisão  Ao encontro de De encontro a Seja o que for O bom português não vai nos salvar O lado escuro da lua As luzes da cidade A diferença do que se pensa e o que se faz  Isso nos coloca em rota de colisão Estamos em rota de colisão Isso nos coloca em rota de colisão Estamos em rota de colisão  Seja o que for... Isso nos coloca em rota de colisão Isso nos coloca em rota de colisão Tudo isso nos coloca em rota de colisão Seja o que for... Isso nos coloca em rota de colisão Isso nos coloca em rota de colisão Tudo isso nos coloca em rota de colisão Rota de Colisão!...  (by Renan Shazzy)
Sagração da Palavra,/engenheiros-do-hawaii/sagracao-da-palavra.html,,"Pelo espaço-tempo viaja a palavra Deletando os vácuos do esquecimento Das placas de barro de antigos sumérios Chega ao livro impresso salta pra internet  Mas cadê você que não me tecla mais A rede emudeceu sem tuas palavras Mas cadê você, refaça a conexão Crie outros nós entre nós  A palavra lava as mágoas da alma A palavra leva a clandestina ideia A palavra louva o soberbo amor A palavra cria nós entre nós  Mas cadê você que não me tecla mais A rede emudeceu sem tuas palavras Mas cadê você refaça a conexão Crie outros nós entre nós  A palavra livra o grito oprimido A palavra luta contra a força bruta A palavra cria nós entre nós A palavra cria nós entre nós   Ryan A."
Sala Vip,/engenheiros-do-hawaii/sala-vip.html,Infinita Highway,"Não nem vem que não tem Eu não devo nada prá ninguém Nem vem que não tem Eu não devo nada prá ninguém Você pode falar o que bem entender Você pode entender como quiser Mas não, nem vem que não tem Eu não devo nada prá ninguém Me deixa fora dessa guerra santa Me deixa fora dessa guerra santa Senta a pua Quebra o pau Manda Brasa Solta a franga Sai de baixo Baixa a lenha Manda ver Roda a baiana Entra de sola na sala vip Mas me deixa fora dessa guerra Santa ignorância haja paciência Você pode achar que não é bem assim Você pode achar assim bem melhor Mas não, nem vem que não tem Eu não devo nada prá ninguém Tô de saco cheio Chega Deu prá mim Eu não sou do meio Sou do princípio ao fim Eu não sou do meio, não sou do meio termo Quero todos os gestos ou nenhum Todos os sons ou o silêncio total Nada de meias palavras de duplo sentido ""Toma lá dá cá, toma lá dá cá, toma lá dá cá Ninho de cobras Cobranças O som do gelo num copo de Whisky Uma cascavel preparando o bote O bote salva-vidas"" Não nem vem que não tem Nem todo nonsense faz sentido Não nem vem que não tem Nem todo sentido é obrigatório Não nem vem que não tem Nem todo sentido faz falta Não nem vem que não tem Nem toda falta de sentido é sentida Camila Paiva..."
Sampa No Walkman,/engenheiros-do-hawaii/sampa-no-walkman.html,Infinita Highway,"Este sou eu parado na esquina a mesma esquina em outra canção é a verdade a-ver-a-cidade alguma coisa acontece no meu coração estas são elas tuas meninas (nordestinas, erundinas) tua mais completa contradição esta São Paulo são tantas cidades nunca tantas quantas gostaria de ser ouvindo Sampa no walkman (vidro, concreto e metal) ouvindo Sampa no walkman duvido de qualquer cartão postal Este sou eu parado na esquina a-ver-a-cidade, ouvindo a canção deuses da chuva demônios da garoa garotas propaganda além dos out doors FIESP, favelas ouro &amp; ferro velho surfista ferroviário (o contrário do contrário do contrário do...) esta São Paulo são tantas cidades nessas cidades eu vejo a canção Ouvindo Sampa no walkman samples de sons audiovisuais ouvindo Sampa no walkman na ponte aérea, no metrô ouvindo Sampa no walkman (vidro, concreto &amp; metal) ouvindo Sampa no walkman duvido de qualquer cartão postal ouvindo Sampa no walkman samples de sons audiovisuais ouvindo Sampa no walkman na ponte aérea, no metro ouvindo Sampa no walkman a walk on the wild side este sou eu na esquina, de novo tudo é tão novo quanto esta canção Será que alguém presta atenção?  Camila Paiva..."
Seguir Viagem,/engenheiros-do-hawaii/seguir-viagem.html,Tchau Radar,"(by R.Shazzy)  Seguir viagem Tirar os pés do chão Viver à margem Correr na contra mão A tua imagem... e perfeição Segue comigo e me dá a direção  Se dizem que é impossível, Eu digo: é necessário! Se dizem que estou louco Fazendo tudo ao contrário Eu digo que é preciso, Eu preciso, é necessário  Seguir viagem Tirar os pés da terra firme E seguir viagem...  Seguir viagem Tirar os pés do chão Outros ares, sete mares Voar, mergulhar O que nos dá coragem Não é o mar nem o abismo É a margem no limite de sua negação  Se dizem que é impossível, Eu digo: é necessário Se dizem que é loucura Eu provo o contrário E digo... que é preciso Eu preciso, é necessário  Seguir viagem Tirar os pés da terra firme E seguir viagem...  Seguir viagem... seguir viagem... Tirar os pés da terra firme e seguir..."
Segunda Feira Blues II,/engenheiros-do-hawaii/segunda-feira-blues-ii.html,Dançando no Campo Minado,Onde estão os caras que diziam que a guerra ia acabar? onde estão os caras que diziam que a maré ia virar? eles garantiram que Freud explicava tudo onde estão os sobreviventes daquele mundo? onde estão os caras que usavam palavras precisas pra nos livrar da tirania do mal? aonde estão os filhos da revolução sexual? donde estão los herderos de la falacia liberal? onde estão as provas onde estão os fatos? as boas novas eram só boatos onde estão os caras que lutavam e cantavam por um mundo ideal se peguntavam? onde estamos nós?
Segunda-Feira Blues I,/engenheiros-do-hawaii/segunda-feira-blues-i.html,Dançando no Campo Minado,Onde estão os caras Que lutavam dia-a-dia Sem perder a ternura jamais? Onde estão os caras que desmaterializavam Moedas de dez mil reais? Onde estão os caras que desconheciam limites Universal e singular? Onde estão os caras que desenhavam novas cidades Em guardanapos na mesa de um bar?  Onde estão as provas? Onde estão os fatos? As boas novas Eram só boatos? Onde estão os atos de bravura e rebeldia? Ternura guerreada dia-a-dia? Será que estamos sós?  Onde estão os caras que pregavam no deserto? O deserto continua lá Onde estão os caras que deixavam as portas abertas Para a vida poder circular? Onde está o teatro mágico só para iniciados? Onde está o espaço não privatizado? Onde estão os caras que acenavam com a mão invisível? Um mercado para todos nós  Onde estão as provas? Onde estão os fatos? As boas novas Eram só boatos? Onde estão os caras que lutavam e cantavam Por um mundo ideal eles gritavam: não estamos sós!  Onde estão os caras que diziam que a guerra ia acabar? Onde estão os caras que diziam que a maré ia virar? Onde estão os caras que espalharam o vírus Prometeram a cura e viraram as costas? Onde está o outro? Onde está o diferente? Onde está o comum a toda gente?  Onde estão as provas? Onde estão os fatos? As boas novas Eram só boatos? Onde estão as provas? Onde estão os fatos?
Segurança,/engenheiros-do-hawaii/seguranca.html,Infinita Highway,"Você precisa de alguém Que te dê segurança Senão você dança Senão você dança  Ele era o tal, cheio de moral, ""bon vivant"" Parecia um galã, usando óculos ""Ray-Ban"" (Don Juan) Corria em Tarumã, combateu no Vietnã Vestia ""Yves Saint-Laurent"" (Pierre Cardin)  Ele era o tal, um cara tão legal, e fascinava você Tinha um Puma GT com vidro fumê Tinha sauna no apê, só pra você ver (pode crer) Lutava karatê como nos filmes da TV  E o que mais emociona é que tudo nasceu Numa carona que ele te deu O que mais me impressiona é que tudo se deu No banco traseiro dum Alfa Romeo  Você precisa, você precisa, você precisa Você precisa, você precisa de alguém Senão você dança Senão você se cansa e ransa"
Sei Não,/engenheiros-do-hawaii/sei-nao.html,Surfando Karmas & DNA,Não sei qual foi a causa E quais serão as consequências A borboleta bate as asas E o vento vira violência Não sei a soma exata Só a ordem de grandeza Não sermos literais As vezes faz nossa beleza As vezes faz nossa cabeça Um par de olhos um pôr de sol As vezes faz a diferença  Tentei ficar na minha Tentei ficar contigo O que há de mais moderno Ainda é um sonho muito antigo Tentei ser teu futuro Tentei ser teu amigo O que há de mais seguro Também corre perigo  Não sei a quantas anda A nossa natureza Não saber o que fazer As vezes faz nossa certeza As vezes faz nossa cabeça Um par de olhos um pôr de sol As vezes faz a diferença  Tentei ficar na minha Tentei ficar contigo O que há de mais moderno Ainda é um sonho muito antigo Tentei ser teu futuro Tentei ser teu amigo O que ha de mais seguro Também corre perigo
Sem Problemas,/engenheiros-do-hawaii/sem-problemas.html,Infinita Highway,"Chame do jeito que você quiser Medo, coragem ou amor Faça disso o que quiser: É um presente que eu te dou  Só não tente me dizer o que é melhor pra mim Quem pode saber? Não venha me explicar o que eu sinto por você Sou o primeiro a saber...  Seja o que for, esteja onde estiver Teu homem, tua mulher Vício, virtude ou amor Chame do jeito que quiser  Só não tente me dizer o que é melhor pra mim Quem pode saber? Não venha me dizer que eu te machuquei Você sabe como sou, como eu era e serei Só você pode saber  Entenda o meu corpo (batimentos por minuto) Minha stória, meus quilômetros por hora Entenda meu canto, meus tantos por cento Meus contos de réis (tantos por mês) Entenda meu corpo: sal e litros d'água Em centímetros ao cubo Em silêncio...por favor...  Só não tente me dizer o que é melhor pra mim Ninguém pode saber Não venha me explicar o que eu sinto por você Sou o primeiro a saber O primeiro a saber... O primeiro a saber."
Sem Você (é Foda!),/engenheiros-do-hawaii/sem-voce-e-foda.html,10.000 Destinos,"Um calor do cão, um frio de rachar Tudo aqui parece estar Fora do lugar Uma sensação Difícil de explicar Tudo aqui parece estar Fora do lugar O dia, a noite, terra, fogo, água e ar Sem você tudo fica fora do lugar A bandeira tricolor Na sacada em frente ao mar A caça e o caçador Saíram pra jantar Na fila do cinema O sistema fora do ar Tudo aqui parece estar Fora do lugar O sul, o norte, terra, fogo, água e ar Sem você tudo fica fora do lugar  Sem você tudo fica fora do lugar Fora de foco difícil de enxergar Sem você tudo fica fora do lugar Fora de si Foda de se agüentar"
Simples de Coração,/engenheiros-do-hawaii/simples-de-coracao.html,Novos Horizontes,volta pra casa me traz na bagagem tua viagem sou eu novas paisagens destino passagem tua tatuagem sou eu  casa vazia luzes acesas só pra dar a impressão cores e vozes conversa animada é só a televisão  já perdemos muito tempo brincando de perfeição esquecemos o que somos: simples de coração  volta voando vinda do alto derrete o chumbo do céu antes que eu saia pela tangente no giro do carrossel  falta uma volta ponteiros parados tudo dança em torno de ti volta pra casa fim da viagem bem vinda à vida real  já perdemos muito tempo brincando de perfeição agora é bola pra frente agora é bola no chão já brincamos muito tempo até perder a direção na santa paz de Deus no mais perfeito caos  simples de coração simples de coração
Sob O Tapete,/engenheiros-do-hawaii/sob-o-tapete.html,Infinita Highway,Quando menos se espera O que seria já era o que seria de nós Se não fosse a ilusão Que nos trouxe até aqui? Quanto mais se foge Tanto mais se quer fugir O que seria de nós Se não fosse a ilusão A doce ilusão de conseguir? Há mais de uma semana Eu não sei que horas são Havia um romance Ao alcance da mão Mas o cigarro apagou Enquanto eu decidia Se o vício valia Se eu seria capaz Ou seria difícil demais Quando menos se espera O que seria já era O que seria de nós Se não fosse a mão Que nos trouxe até aqui? Quanto mais se foge Tanto mais se quer fugir E só se pensa em fugir Da mão que nos trouxe A doce ilusão de conseguir Há mais de um motivo Há mais de uma razão Havia um romance Ao alcance da mão Mas o cigarro apagou E me ensinou o macete De esconder as cinzas Sob o tapete Camila Paiva...
Somos Quem Podemos Ser,/engenheiros-do-hawaii/somos-quem-podemos-ser.html,Maxximum: Engenheiros do Hawaii,"Um dia me disseram Que as nuvens não eram de algodão Um dia me disseram Que os ventos às vezes erram a direção E tudo ficou tão claro Um intervalo na escuridão Uma estrela de brilho raro Um disparo para um coração  A vida imita o vídeo Garotos inventam um novo inglês Vivendo num país sedento Um momento de embriaguez  Somos quem podemos ser Sonhos que podemos ter  Um dia me disseram Quem eram os donos da situação Sem querer eles me deram As chaves que abrem esta prisão E tudo ficou tão claro O que era raro ficou comum Como um dia depois do outro Como um dia, um dia comum  A vida imita o vídeo Garotos inventam um novo inglês Vivendo num país sedento Um momento de embriaguez  Somos quem podemos ser Sonhos que podemos ter  Um dia me disseram Que as nuvens não eram de algodão Sem querer eles me deram As chaves que abrem essa prisão  Quem ocupa o trono tem culpa Quem oculta o crime também Quem duvida da vida tem culpa Quem evita a dúvida também tem  Somos quem podemos ser Sonhos que podemos ter"
Soneto Revista,/engenheiros-do-hawaii/soneto-revista.html,,"Na capa algum palhaço de gravata pivô dum novo escândalo bancário Na entrada uma entrevista do Romário que ao gênio se compara por bravata  O encarte colorido auto-retrata o fútil bastidor publicitário Embora o texto esbanje erro primário tem só um rodapezinho como errata  A página de esporte é defasada Fofoca é uma coluna concorrida O artigo financeiro não diz nada  Na capa algum palhaço de gravata pivô dum novo escândalo bancário Na entrada uma entrevista do Romário que ao gênio se compara por bravata  O encarte colorido auto-retrata o fútil bastidor publicitário Embora o texto esbanje erro primário tem só um rodapezinho como errata  Nas fotos só mulheres de má vida Resenha literária, marmelada Cartoon sem graça e a josta já está lida  Na capa algum palhaço autoritário Rodapé publicitário auto-retrata Fútil entrevista por bravata Ao gênio se compara o otário    Alyson (Nico)"
Sopa de Letrinhas,/engenheiros-do-hawaii/sopa-de-letrinhas.html,Novo Millennium: Engenheiros do Hawaii,"O nosso amor é nazi-facista Você se esconde e eu sigo sua pista Eu fico sozinho mas eu fico em paz Eu volto pra casa você volta atrás Uoww...  O nosso amor é medieval É como uma pedra em um vidro de catedral Ontem a noite eu tive um sonho exótico Nós dois por aí transando sexo gótico  Eu fico sozinho Teu beijo me arranha Um estranho no ninho Ninguém estranha Uowww...  O nosso amor é uma abobrinha Eu escrevo o teu nome em uma sopa de letrinhas Eu fico sonhando em ser astronauta Eu olho pra lua, eu sinto tua falta Uowww..  O nosso amor é pós-moderno Eu quero que você se aqueça nesse inverno Eu tenho andado aéreo como linhas no ataque Fim de noite, fim do mundo lá no fundo do conhaque  Eu fico sozinho Teu beijo me arranha Um estranho no ninho Ninguém estranha Uowww...   O nosso amor é nazi-facista Eu tento fujir você me conquista Eu fico sozinho mas eu fico em paz Eu volto pra casa e você volta atrás  Eu fico sozinho Teu beijo me arranha Um estranho no ninho Ninguém estranha Uow...!"
Sprayro,/engenheiros-do-hawaii/sprayro.html,,"Ele é careta Não fuma, não bebe, transa computação E ela é um capeta Tá escrito nas paredes dos banheiros do Aplicação  Ohh Oohh  Ele é porreta Bate punheta como um bobo quando a globo passa o carnaval E ela é do Anchieta Tem as gavetas entulhadas de revista de heavy metal  ooh ooh  Ele é faixa preta Anda sempre de fusqueta ou de lambreta pelo parcão E ela é fumeta Mas transa o corpo pedalando a monareta pela Redenção ooh ooh  Mas ele é um planeta Ele faz planos, muitos planos E ela é um cometa Fazendo muitos anos  E a Maria e o João ?Quem diria? ?Porque não? A Maria e o João ?Quem diria? ?O que dirão?  Ele é um planeta E ela é um cometa A Maria e o João ?Quem diria? ?Porque não? A Maria o João ?Quem diria? A Maria e o João ?Quem diria? ?Porque não?"
Sprayvo,/engenheiros-do-hawaii/sprayvo.html,,"Ele é careta Careta! Não fume não bebe, transa computação Ela é um capeta Capeta? Tá escrito nas paredes do aplicação Ele é porreta Porreta? Bate punheta feito um bobo quando a globo passa o carnaval Ela é do ancheta Ancheta? Tem as gavetas entulhadas de revistas de heavy metal Ele é faixa preta Faixa preta? Tem a lambreta, mais bandeira, mais besteira do paizão Ela é fumeta Fumeta? Trança o corpo pedalando a monareta pela rendenção Ele é um planeta Planeta? Fazem planos planos planos planos planos planos planos planos Ela é um cometa Cometa? Fazem anos anos anos anos anos anos anos anos anos Que a maria, e o joão Quem diria? Porque não? A maria, o joão Quem diria? Porque? Ele careta Careta? Não fuma não bebe transa computação Ela é um capeta Capeta? Tá escrito nas paredes do aplicação Ele é um planeta Planeta? Fazem planos planos planos planos planos planos planos Ela é um cometa Cometa? Fazem anos anos anos anos anos anos anos anos"
Sua Graça,/engenheiros-do-hawaii/sua-graca.html,,Um santo com meu nome Já andou por esse chão Ele não deixou pegadas Estradas também não  Fico imaginando O que o levou à redenção Do santo com meu nome Que andou por esse chão  Envelopes com meu nome Já cruzaram o oceano Se perderam no caminho Navegaram outros planos  Fico imaginando Se rasgaram o papel Se trocaram o meu nome E quem escreve é o coronel  Só você sabe quem eu sou Só você sabe como é  A rua com meu nome É a avenida anonimato Aquele um aquele outro Quem não tem cão caça com gato  Um fake com meu nome Um clone delirante Mal sabe o coitado Que um só já é o bastante  Só você sabe quem eu sou Só você sabe como é  Só você sabe quem eu sou Só você sabe como é
Sub-produto do Rock (geração do Rock),/engenheiros-do-hawaii/sub-produto-do-rock-geracao-do-rock.html,Novo Millennium: Engenheiros do Hawaii,"mamãe, tá certo eu me dei mal na escola isso acontece mês que vem eu melhoro  mamãe, tá certo eu pisei na bola quebrei vidraça fiz a maior pirraça  mamãe, tá certo eu fui pro fundo e não pode o mar tá bravo, que bode!  pode cortar televisão e vitrola parar o jogo você é a dona da bola  só não me xingue só não me xingue de sub sub sub sub sub o quê?  só não me xingue só não me xingue de sub sub o quê?  subproduto de rock será um tipo de nhoque? subproduto de rock alguem me dê um toque o que é que quer dizer?"
